task,fold,phase,population,partition,group,candidates,causally_eligible,retained,positive,negative,prevalence,censored,ambiguous,boundary,causally_ineligible,sigma_mean,tp_pips_mean,sl_pips_mean,tp_duration_open_mean,sl_duration_open_mean,timeout_duration_open_mean,regime_low_cut,regime_high_cut
fixed,2023Q3,refit,0.001,training,high,8060,8060,7721,2080,5641,0.26939515606786685,339,0,0,0,0.002450112519828748,50.0,20.0,384.51971153846154,215.5679318907414,4320.0,0.0008956672646796346,0.0015428735188964418
fixed,2023Q3,refit,0.001,evaluation,all,2484,1550,1367,369,998,0.26993416239941476,183,0,0,934,0.0009040095752993846,50.0,20.0,898.479674796748,471.69989929506545,4320.0,0.0008956672646796346,0.0015428735188964418
fixed,2023Q3,refit,0.001,evaluation,ineligible,934,0,0,0,0,,0,0,0,934,,,,,,,0.0008956672646796346,0.0015428735188964418
fixed,2023Q3,refit,0.001,evaluation,low,950,950,870,228,642,0.2620689655172414,80,0,0,0,0.0005780448256020354,50.0,20.0,908.8421052631579,526.41065830721,4320.0,0.0008956672646796346,0.0015428735188964418
fixed,2023Q3,refit,0.001,evaluation,middle,426,426,362,114,248,0.3149171270718232,64,0,0,0,0.0011443773375823599,50.0,20.0,880.6754385964912,344.07287449392715,4320.0,0.0008956672646796346,0.0015428735188964418
fixed,2023Q3,refit,0.001,evaluation,high,174,174,135,27,108,0.2,39,0,0,0,0.0020952155838047546,50.0,20.0,886.1481481481482,440.3888888888889,,0.0008956672646796346,0.0015428735188964418
fixed,2023Q4,inner,temporal,training,all,1022394,734128,704564,198619,505945,0.2819034182842155,29563,0,1,288266,0.0009866495473991382,50.0,20.0,668.9049889486907,389.2760559145655,4320.0,0.0005987525170978386,0.0010496657727719462
fixed,2023Q4,inner,temporal,training,ineligible,288266,0,0,0,0,,0,0,0,288266,,,,,,,0.0005987525170978386,0.0010496657727719462
fixed,2023Q4,inner,temporal,training,low,244710,244710,238410,68315,170095,0.2865441885826937,6300,0,0,0,0.0004178213295435261,50.0,20.0,780.0406792066165,464.45361656042706,4320.0,0.0005987525170978386,0.0010496657727719462
fixed,2023Q4,inner,temporal,training,middle,244710,244710,235166,68176,166990,0.28990585373736,9544,0,0,0,0.0008014719272277262,50.0,20.0,672.7385003520301,394.16487435860546,4320.0,0.0005987525170978386,0.0010496657727719462
fixed,2023Q4,inner,temporal,training,high,244708,244708,230988,62128,168860,0.26896635323047086,13719,0,1,0,0.0017406615479205478,50.0,20.0,542.4951873551378,308.79366122937324,4320.0,0.0005987525170978386,0.0010496657727719462
fixed,2023Q4,inner,temporal,evaluation,all,159438,89946,78185,19331,58854,0.247246914369764,11761,0,0,69492,0.0006538366643654396,50.0,20.0,963.8464124980601,568.2911347155551,4320.0,0.0005987525170978386,0.0010496657727719462
fixed,2023Q4,inner,temporal,evaluation,ineligible,69492,0,0,0,0,,0,0,0,69492,,,,,,,0.0005987525170978386,0.0010496657727719462
fixed,2023Q4,inner,temporal,evaluation,low,50020,50020,45502,10675,34827,0.23460507230451408,4518,0,0,0,0.0003817645222313822,50.0,20.0,919.1879156908665,609.9743928725392,4320.0,0.0005987525170978386,0.0010496657727719462
fixed,2023Q4,inner,temporal,evaluation,middle,27568,27568,22824,5724,17100,0.250788643533123,4744,0,0,0,0.0007834063813136852,50.0,20.0,1019.601502445842,538.4000234962406,4320.0,0.0005987525170978386,0.0010496657727719462
fixed,2023Q4,inner,temporal,evaluation,high,12358,12358,9859,2932,6927,0.29739324475098894,2499,0,0,0,0.001466028814609517,50.0,20.0,1017.593792633015,432.37332178432223,,0.0005987525170978386,0.0010496657727719462
fixed,2023Q4,inner,0.0005,training,all,86790,68220,65678,18475,47203,0.28129662900819147,2542,0,0,18570,0.0013448542686780092,50.0,20.0,542.8728552097429,299.55869947648415,4320.0,0.0008507340054231317,0.0014555693782364336
fixed,2023Q4,inner,0.0005,training,ineligible,18570,0,0,0,0,,0,0,0,18570,,,,,,,0.0008507340054231317,0.0014555693782364336
fixed,2023Q4,inner,0.0005,training,low,22740,22740,22160,6494,15666,0.2930505415162455,580,0,0,0,0.0005980741446049976,50.0,20.0,632.3042808746535,370.58189600102213,4320.0,0.0008507340054231317,0.0014555693782364336
fixed,2023Q4,inner,0.0005,training,middle,22740,22740,21794,6136,15658,0.2815453794622373,946,0,0,0,0.0011190588555323995,50.0,20.0,561.2439700130378,297.35013737141395,4320.0,0.0008507340054231317,0.0014555693782364336
fixed,2023Q4,inner,0.0005,training,high,22740,22740,21724,5845,15879,0.26905726385564355,1016,0,0,0,0.00231742980589663,50.0,20.0,424.2256629597947,231.70590828924162,4320.0,0.0008507340054231317,0.0014555693782364336
fixed,2023Q4,inner,0.0005,evaluation,all,7704,4692,4085,1069,3016,0.2616891064871481,607,0,0,3012,0.0008699961587588693,50.0,20.0,940.6061739943873,505.60837765957444,4320.0,0.0008507340054231317,0.0014555693782364336
fixed,2023Q4,inner,0.0005,evaluation,ineligible,3012,0,0,0,0,,0,0,0,3012,,,,,,,0.0008507340054231317,0.0014555693782364336
fixed,2023Q4,inner,0.0005,evaluation,low,2822,2822,2549,624,1925,0.2448018830914084,273,0,0,0,0.0005487771545444886,50.0,20.0,934.6714743589744,561.1698801459094,4320.0,0.0008507340054231317,0.0014555693782364336
fixed,2023Q4,inner,0.0005,evaluation,middle,1306,1306,1090,334,756,0.30642201834862387,216,0,0,0,0.0010858739167500628,50.0,20.0,905.0269461077844,404.9442970822281,4320.0,0.0008507340054231317,0.0014555693782364336
fixed,2023Q4,inner,0.0005,evaluation,high,564,564,446,111,335,0.24887892376681614,118,0,0,0,0.0019773431054902224,50.0,20.0,1081.027027027027,413.90149253731346,,0.0008507340054231317,0.0014555693782364336
fixed,2023Q4,inner,0.001,training,all,30138,24182,23310,6534,16776,0.2803088803088803,872,0,0,5956,0.0014223050045982296,50.0,20.0,520.2959902050811,283.5740696564886,4320.0,0.0008956672646796346,0.0015428735188964418
fixed,2023Q4,inner,0.001,training,ineligible,5956,0,0,0,0,,0,0,0,5956,,,,,,,0.0008956672646796346,0.0015428735188964418
fixed,2023Q4,inner,0.001,training,low,8062,8062,7852,2321,5531,0.2955934793683138,210,0,0,0,0.0006332118202040678,50.0,20.0,619.9685480396381,352.52225841476655,4320.0,0.0008956672646796346,0.0015428735188964418
fixed,2023Q4,inner,0.001,training,middle,8060,8060,7737,2133,5604,0.2756882512601784,323,0,0,0,0.001183786478522268,50.0,20.0,544.2409751523676,284.00428265524624,,0.0008956672646796346,0.0015428735188964418
fixed,2023Q4,inner,0.001,training,high,8060,8060,7721,2080,5641,0.26939515606786685,339,0,0,0,0.002450112519828748,50.0,20.0,384.51971153846154,215.5679318907414,4320.0,0.0008956672646796346,0.0015428735188964418
fixed,2023Q4,inner,0.001,evaluation,all,2484,1550,1367,369,998,0.26993416239941476,183,0,0,934,0.0009040095752993846,50.0,20.0,898.479674796748,471.69989929506545,4320.0,0.0008956672646796346,0.0015428735188964418
fixed,2023Q4,inner,0.001,evaluation,ineligible,934,0,0,0,0,,0,0,0,934,,,,,,,0.0008956672646796346,0.0015428735188964418
fixed,2023Q4,inner,0.001,evaluation,low,950,950,870,228,642,0.2620689655172414,80,0,0,0,0.0005780448256020354,50.0,20.0,908.8421052631579,526.41065830721,4320.0,0.0008956672646796346,0.0015428735188964418
fixed,2023Q4,inner,0.001,evaluation,middle,426,426,362,114,248,0.3149171270718232,64,0,0,0,0.0011443773375823599,50.0,20.0,880.6754385964912,344.07287449392715,4320.0,0.0008956672646796346,0.0015428735188964418
fixed,2023Q4,inner,0.001,evaluation,high,174,174,135,27,108,0.2,39,0,0,0,0.0020952155838047546,50.0,20.0,886.1481481481482,440.3888888888889,,0.0008956672646796346,0.0015428735188964418
fixed,2023Q4,refit,temporal,training,all,1187918,823194,781869,217510,564359,0.27819238261140933,41324,0,1,364724,0.0009506178922404131,50.0,20.0,694.0040365960185,407.6856718741964,4320.0,0.0005734967864455421,0.0010085393439244984
fixed,2023Q4,refit,temporal,training,ineligible,364724,0,0,0,0,,0,0,0,364724,,,,,,,0.0005734967864455421,0.0010085393439244984
fixed,2023Q4,refit,temporal,training,low,274398,274398,264515,73420,191095,0.27756459936109484,9883,0,0,0,0.0003988868865347172,50.0,20.0,800.9970307818033,492.73682500929937,4320.0,0.0005734967864455421,0.0010085393439244984
fixed,2023Q4,refit,temporal,training,middle,274398,274398,260128,74521,185607,0.28647819534998153,14270,0,0,0,0.0007696292673845199,50.0,20.0,704.0633512701118,411.6561397451528,4320.0,0.0005734967864455421,0.0010085393439244984
fixed,2023Q4,refit,temporal,training,high,274398,274398,257226,69569,187657,0.2704586628101358,17171,0,1,0,0.0016833375228020025,50.0,20.0,570.3130848510112,317.23904191361447,4320.0,0.0005734967864455421,0.0010085393439244984
fixed,2023Q4,refit,temporal,evaluation,all,175406,156296,149126,45259,103867,0.30349503104757053,7123,47,0,19110,0.000682896592253856,50.0,20.0,1141.6747829161052,645.3660360247369,4320.0,0.0005734967864455421,0.0010085393439244984
fixed,2023Q4,refit,temporal,evaluation,ineligible,19110,0,0,0,0,,0,0,0,19110,,,,,,,0.0005734967864455421,0.0010085393439244984
fixed,2023Q4,refit,temporal,evaluation,low,81986,81986,79351,24693,54658,0.3111870045746115,2635,0,0,0,0.0003627632453773007,50.0,20.0,1125.509375126554,662.4343994418537,4320.0,0.0005734967864455421,0.0010085393439244984
fixed,2023Q4,refit,temporal,evaluation,middle,45980,45980,43119,12712,30407,0.29481203181891974,2830,31,0,0,0.0007596083432505268,50.0,20.0,1117.1416771554436,636.7314375987362,4320.0,0.0005734967864455421,0.0010085393439244984
fixed,2023Q4,refit,temporal,evaluation,high,28330,28330,26656,7854,18802,0.29464285714285715,1658,16,0,0,0.0014848466898957316,50.0,20.0,1232.2066462948817,609.8736769320781,4320.0,0.0005734967864455421,0.0010085393439244984
fixed,2023Q4,refit,0.0005,training,all,94738,72854,69705,19515,50190,0.27996556918442006,3149,0,0,21884,0.0013147552797193114,50.0,20.0,563.6080963361517,311.7752192982456,4320.0,0.000828582418857549,0.0014191129162532464
fixed,2023Q4,refit,0.0005,training,ineligible,21884,0,0,0,0,,0,0,0,21884,,,,,,,0.000828582418857549,0.0014191129162532464
fixed,2023Q4,refit,0.0005,training,low,24286,24286,23477,6759,16718,0.2878987945648933,809,0,0,0,0.0005799416461816229,50.0,20.0,658.9479212901317,393.4900598802395,4320.0,0.000828582418857549,0.0014191129162532464
fixed,2023Q4,refit,0.0005,training,middle,24284,24284,23138,6557,16581,0.28338663670152997,1146,0,0,0,0.0010903559187886373,50.0,20.0,583.9669055970718,306.334962587497,4320.0,0.000828582418857549,0.0014191129162532464
fixed,2023Q4,refit,0.0005,training,high,24284,24284,23090,6199,16891,0.26847119965352967,1194,0,0,0,0.0022740287925234956,50.0,20.0,438.120987256009,236.3085030791094,4320.0,0.000828582418857549,0.0014191129162532464
fixed,2023Q4,refit,0.0005,evaluation,all,9258,8418,7935,2325,5610,0.29300567107750475,480,3,0,840,0.0009296755954936958,50.0,20.0,1073.4989247311828,580.701713673688,4320.0,0.000828582418857549,0.0014191129162532464
fixed,2023Q4,refit,0.0005,evaluation,ineligible,840,0,0,0,0,,0,0,0,840,,,,,,,0.000828582418857549,0.0014191129162532464
fixed,2023Q4,refit,0.0005,evaluation,low,4558,4558,4339,1283,3056,0.29569025120995623,218,1,0,0,0.0005290308984688168,50.0,20.0,1030.4208885424787,598.6057723843883,4320.0,0.000828582418857549,0.0014191129162532464
fixed,2023Q4,refit,0.0005,evaluation,middle,2532,2532,2359,687,1672,0.29122509537939806,171,2,0,0,0.0010720031109420125,50.0,20.0,1184.1339155749636,574.2914422501497,4320.0,0.000828582418857549,0.0014191129162532464
fixed,2023Q4,refit,0.0005,evaluation,high,1328,1328,1237,355,882,0.28698464025869036,91,0,0,0,0.002033414496039073,50.0,20.0,1015.0845070422536,530.953514739229,,0.000828582418857549,0.0014191129162532464
fixed,2023Q4,refit,0.001,training,all,32694,25720,24665,6897,17768,0.2796270018244476,1055,0,0,6974,0.0013913627863812719,50.0,20.0,539.8624039437436,294.0018023092087,4320.0,0.0008733016056357035,0.0015080664701540552
fixed,2023Q4,refit,0.001,training,ineligible,6974,0,0,0,0,,0,0,0,6974,,,,,,,0.0008733016056357035,0.0015080664701540552
fixed,2023Q4,refit,0.001,training,low,8574,8574,8299,2426,5873,0.2923243764308953,275,0,0,0,0.000614453746818747,50.0,20.0,645.5816158285243,374.0380221653879,4320.0,0.0008733016056357035,0.0015080664701540552
fixed,2023Q4,refit,0.001,training,middle,8574,8574,8190,2276,5914,0.2778998778998779,384,0,0,0,0.0011534266265664657,50.0,20.0,562.4173989455185,287.4930649526387,4320.0,0.0008733016056357035,0.0015080664701540552
fixed,2023Q4,refit,0.001,training,high,8572,8572,8176,2195,5981,0.26846868884540115,396,0,0,0,0.0024064447671863624,50.0,20.0,399.63006833712984,221.915356306457,4320.0,0.0008733016056357035,0.0015080664701540552
fixed,2023Q4,refit,0.001,evaluation,all,3012,2744,2598,744,1854,0.2863741339491917,144,2,0,268,0.0009669984006044254,50.0,20.0,1081.633064516129,579.304535637149,4320.0,0.0008733016056357035,0.0015080664701540552
fixed,2023Q4,refit,0.001,evaluation,ineligible,268,0,0,0,0,,0,0,0,268,,,,,,,0.0008733016056357035,0.0015080664701540552
fixed,2023Q4,refit,0.001,evaluation,low,1466,1466,1398,415,983,0.2968526466380544,66,2,0,0,0.0005591532622969822,50.0,20.0,1020.9686746987952,592.8460754332314,4320.0,0.0008733016056357035,0.0015080664701540552
fixed,2023Q4,refit,0.001,evaluation,middle,882,882,833,225,608,0.27010804321728693,49,0,0,0,0.0011247237596369772,50.0,20.0,1255.4533333333334,586.9786184210526,,0.0008733016056357035,0.0015080664701540552
fixed,2023Q4,refit,0.001,evaluation,high,396,396,367,104,263,0.28337874659400547,29,0,0,0,0.0021255519513418025,50.0,20.0,947.6538461538462,511.0532319391635,,0.0008733016056357035,0.0015080664701540552
dynamic,2023Q2,inner,temporal,training,all,729406,627652,609693,167668,442025,0.27500397741158256,17856,103,0,101754,0.0010118158409039748,26.500832641082237,10.600333056432895,230.44092492306225,139.7972307699285,4320.0,0.0006147616437218142,0.0010795938224566098
dynamic,2023Q2,inner,temporal,training,ineligible,101754,0,0,0,0,,0,0,0,101754,,,,,,,0.0006147616437218142,0.0010795938224566098
dynamic,2023Q2,inner,temporal,training,low,209218,209218,208110,58128,149982,0.279313824419778,1090,18,0,0,0.000425142223845051,11.378176078570824,4.55127043142833,102.77191714836223,59.84789508074302,,0.0006147616437218142,0.0010795938224566098
dynamic,2023Q2,inner,temporal,training,middle,209218,209218,204978,56634,148344,0.2762930655972836,4182,58,0,0,0.0008255499374875495,21.778313247117634,8.711325298847054,186.89492177843698,110.55138731596828,,0.0006147616437218142,0.0010795938224566098
dynamic,2023Q2,inner,temporal,training,high,209216,209216,196605,52906,143699,0.2690979374888736,12584,27,0,0,0.0017847627502933694,46.34619830748443,18.53847932299377,417.3257475522625,254.25863047882072,4320.0,0.0006147616437218142,0.0010795938224566098
dynamic,2023Q2,inner,temporal,evaluation,all,154608,94074,93056,26172,66884,0.28125,931,87,0,60534,0.0008578587466651544,23.084137637890652,9.233655055156262,271.5668653522849,151.37603423253586,4320.0,0.0006147616437218142,0.0010795938224566098
dynamic,2023Q2,inner,temporal,evaluation,ineligible,60534,0,0,0,0,,0,0,0,60534,,,,,,,0.0006147616437218142,0.0010795938224566098
dynamic,2023Q2,inner,temporal,evaluation,low,40078,40078,39943,10840,29103,0.2713867260846707,110,25,0,0,0.0004297351666293669,11.567230424320819,4.626892169728327,99.95959409594096,60.72538913514071,,0.0006147616437218142,0.0010795938224566098
dynamic,2023Q2,inner,temporal,evaluation,middle,31828,31828,31367,9036,22331,0.28807345299199794,405,56,0,0,0.0008090744164062694,21.778149643896402,8.711259857558561,228.24026117751217,116.60010747391519,,0.0006147616437218142,0.0010795938224566098
dynamic,2023Q2,inner,temporal,evaluation,high,22168,22168,21746,6296,15450,0.2895245102547595,416,6,0,0,0.001701915247213426,45.7808894052265,18.3123557620906,629.2101334180433,373.07225865091215,4320.0,0.0006147616437218142,0.0010795938224566098
dynamic,2023Q2,inner,0.0005,training,all,68696,60056,58009,16007,42002,0.275939940354083,2032,15,0,8640,0.0013752047151324909,35.66657150734102,14.266628602936409,265.6889485849941,157.60730189130956,4320.0,0.0008753988868057595,0.0014883154632853474
dynamic,2023Q2,inner,0.0005,training,ineligible,8640,0,0,0,0,,0,0,0,8640,,,,,,,0.0008753988868057595,0.0014883154632853474
dynamic,2023Q2,inner,0.0005,training,low,20020,20020,19859,5629,14230,0.2834483105896571,155,6,0,0,0.0006161538771045712,16.283945475048593,6.513578190019437,107.84615384615384,60.82986647926915,,0.0008753988868057595,0.0014883154632853474
dynamic,2023Q2,inner,0.0005,training,middle,20018,20018,19555,5531,14024,0.2828432625926873,454,9,0,0,0.001147994794910199,29.884908445348753,11.953963378139498,203.93635870547823,110.17669709070165,,0.0008753988868057595,0.0014883154632853474
dynamic,2023Q2,inner,0.0005,training,high,20018,20018,18595,4847,13748,0.26066146813659585,1423,0,0,0,0.002361541310213358,60.832797121361175,24.333118848544473,519.4646172890448,308.7104172832199,4320.0,0.0008753988868057595,0.0014883154632853474
dynamic,2023Q2,inner,0.0005,evaluation,all,11420,7384,7305,2128,5177,0.29130732375085555,74,5,0,4036,0.0011498066071398685,30.903096517872957,12.361238607149183,327.86795112781954,183.5428848015489,4320.0,0.0008753988868057595,0.0014883154632853474
dynamic,2023Q2,inner,0.0005,evaluation,ineligible,4036,0,0,0,0,,0,0,0,4036,,,,,,,0.0008753988868057595,0.0014883154632853474
dynamic,2023Q2,inner,0.0005,evaluation,low,3490,3490,3466,1028,2438,0.29659549913444894,19,5,0,0,0.0005921823217855835,15.942026297462883,6.3768105189851525,106.00194552529183,56.678014766201805,,0.0008753988868057595,0.0014883154632853474
dynamic,2023Q2,inner,0.0005,evaluation,middle,2086,2086,2068,612,1456,0.29593810444874274,18,0,0,0,0.001132954134946767,30.495296073782004,12.198118429512801,294.1781045751634,142.3598901098901,,0.0008753988868057595,0.0014883154632853474
dynamic,2023Q2,inner,0.0005,evaluation,high,1808,1808,1771,488,1283,0.27555053642010163,37,0,0,0,0.0022456379195741954,60.25310027650397,24.10124011060159,837.4918032786885,474.06923682140047,4320.0,0.0008753988868057595,0.0014883154632853474
dynamic,2023Q2,inner,0.001,training,all,24254,21316,20588,5651,14937,0.27448027977462597,724,4,0,2938,0.0014539683457248623,37.65536798084924,15.062147192339697,268.05875066359937,160.27093164352164,4320.0,0.0009230957304622377,0.0015699329247801188
dynamic,2023Q2,inner,0.001,training,ineligible,2938,0,0,0,0,,0,0,0,2938,,,,,,,0.0009230957304622377,0.0015699329247801188
